page_id,client_id,archetype,reason_code,priority_score,staleness_days,ctr,avg_position,position_volatility
pg_02294,cl_042,prune,"Stale, low-visibility, low-engagement — review for removal.",11.072638020054871,530.8184318131615,0.0055340535215648474,36.86747564637186,0.678190318537925
pg_02061,cl_033,prune,"Stale, low-visibility, low-engagement — review for removal.",11.053864839419631,528.1942146899191,0.006592759645155903,27.32999311009507,1.1871829669910343
pg_02185,cl_017,prune,"Stale, low-visibility, low-engagement — review for removal.",10.827045870160363,491.9771819903888,0.004757239196273675,36.08973240145223,1.1025179408327386
pg_00640,cl_040,prune,"Stale, low-visibility, low-engagement — review for removal.",10.073337709429204,420.9184852655365,0.009771410859810838,29.56627633069344,1.8187046662103132
pg_03331,cl_051,prune,"Stale, low-visibility, low-engagement — review for removal.",9.780305444215823,500.20785881837094,0.0017052451634274653,34.76703587197361,1.5567341460085877
pg_01902,cl_043,prune,"Stale, low-visibility, low-engagement — review for removal.",9.684468231844418,411.4709954355165,0.003236132433026792,28.05958268785357,1.7182709673899728
pg_02098,cl_045,prune,"Stale, low-visibility, low-engagement — review for removal.",9.640558777003662,420.5246347322718,0.001,40.91426362961805,1.2189277585485643
pg_01840,cl_025,prune,"Stale, low-visibility, low-engagement — review for removal.",9.636832253235196,467.0848577958891,0.0036198915036762492,40.436740059679785,1.1217794119517066
pg_01009,cl_031,prune,"Stale, low-visibility, low-engagement — review for removal.",9.627857962827777,537.4707111381559,0.002803336566807619,19.405175737902553,1.6501493853953775
pg_02937,cl_043,prune,"Stale, low-visibility, low-engagement — review for removal.",9.626940082486621,484.75320179197377,0.0069563787969192156,37.74340103511439,0.5540379970395235
pg_03976,cl_038,prune,"Stale, low-visibility, low-engagement — review for removal.",9.610760310450456,498.31497107417164,0.006367171853318945,36.872961342566654,0.8829783155442011
pg_00465,cl_057,prune,"Stale, low-visibility, low-engagement — review for removal.",9.516227456547906,449.4404126601849,0.001,27.42952071569694,2.4709775337344304
pg_01345,cl_059,prune,"Stale, low-visibility, low-engagement — review for removal.",9.503374760778955,405.62800715503937,0.003820199219709176,26.31180838670308,0.20586306791552977
pg_01725,cl_046,prune,"Stale, low-visibility, low-engagement — review for removal.",9.270534933539189,368.34003705568745,0.00497711927931217,25.83466428312643,1.6988592624219296
pg_03657,cl_055,prune,"Stale, low-visibility, low-engagement — review for removal.",9.225491029358555,392.7836226025411,0.004144897757820711,31.123603898665937,0.0528553033648107
pg_01836,cl_056,prune,"Stale, low-visibility, low-engagement — review for removal.",9.223836466955577,512.432899428234,0.013021850021557289,17.000741466411455,0.9864696477981992
pg_03863,cl_036,prune,"Stale, low-visibility, low-engagement — review for removal.",9.211989443180977,366.5872060643083,0.008153518774016143,31.622765587035893,0.8273041737996135
pg_03463,cl_003,prune,"Stale, low-visibility, low-engagement — review for removal.",9.207457630988522,499.3847929944569,0.0028798560908198448,22.770126787875842,1.980213882337206
pg_01226,cl_006,prune,"Stale, low-visibility, low-engagement — review for removal.",9.193875143332722,431.45061009557264,0.008679955382205857,35.35046806014619,1.7092318352936842
pg_02849,cl_021,prune,"Stale, low-visibility, low-engagement — review for removal.",9.078022341007248,505.8040304407766,0.009087145880628065,41.3184046894751,1.7235566108975222
pg_00960,cl_009,prune,"Stale, low-visibility, low-engagement — review for removal.",9.017897660798479,453.38255774895737,0.004870155723652078,34.339538702879395,1.6567586325175154
pg_03740,cl_013,prune,"Stale, low-visibility, low-engagement — review for removal.",8.966483189265528,464.4364877654631,0.007520662828946118,30.188683471067336,1.4705703496035982
pg_01346,cl_051,prune,"Stale, low-visibility, low-engagement — review for removal.",8.959421062912709,461.44907610771037,0.001,30.506162038729933,1.0150389339403842
pg_02787,cl_003,prune,"Stale, low-visibility, low-engagement — review for removal.",8.958623411602666,372.6488078570784,0.0071119268059640466,38.07080672216101,1.9645412649112772
pg_01261,cl_055,prune,"Stale, low-visibility, low-engagement — review for removal.",8.925618563196943,498.58724133534605,0.005291533918845291,28.679019493285683,0.2951113165198713
pg_02272,cl_017,prune,"Stale, low-visibility, low-engagement — review for removal.",8.912718143391885,462.01511352764294,0.00104188245972151,27.13922697336183,1.1729863920499386
pg_03234,cl_034,prune,"Stale, low-visibility, low-engagement — review for removal.",8.854972123922956,443.01828674579986,0.009930876344212471,24.56989701632316,1.0993216474405878
pg_00990,cl_020,prune,"Stale, low-visibility, low-engagement — review for removal.",8.851265015238884,323.9351025585772,0.005355707481752167,29.05755129967262,3.3388368227368654
pg_00039,cl_037,prune,"Stale, low-visibility, low-engagement — review for removal.",8.815482193779962,495.8023414737261,0.004339203363478253,29.23332400285714,0.47514737675200514
pg_02499,cl_055,prune,"Stale, low-visibility, low-engagement — review for removal.",8.80474352397176,506.33337045327266,0.007526920309773767,20.504535434393404,2.333532220593745
pg_00152,cl_055,prune,"Stale, low-visibility, low-engagement — review for removal.",8.78667665596752,464.00351412410714,0.005996682005152718,31.309778040464145,0.8977863578201354
pg_03294,cl_011,prune,"Stale, low-visibility, low-engagement — review for removal.",8.739587183868718,431.8787925390576,0.0018587612185999502,51.5168484767797,2.24377948689015
pg_02947,cl_029,prune,"Stale, low-visibility, low-engagement — review for removal.",8.736798805034358,375.4104850122751,0.0031279008438405034,31.54810818424946,1.5513195371366535
pg_02915,cl_026,prune,"Stale, low-visibility, low-engagement — review for removal.",8.710365669818023,436.3170620376397,0.0070300274291081105,32.780134713111266,1.834713191632644
pg_03703,cl_054,prune,"Stale, low-visibility, low-engagement — review for removal.",8.68671880737519,395.01168300455043,0.0019567604345221835,27.65318250368407,0.5569901947328071
pg_00402,cl_019,prune,"Stale, low-visibility, low-engagement — review for removal.",8.682394793272337,417.4693697243949,0.0065056182859489125,24.940865945205157,1.1215369768852659
pg_02216,cl_027,prune,"Stale, low-visibility, low-engagement — review for removal.",8.674515658639715,437.88478215146796,0.010588125499517397,29.176774629472234,2.3858864435500333
pg_01135,cl_003,prune,"Stale, low-visibility, low-engagement — review for removal.",8.665344605954045,375.6946293802269,0.001,26.74508388356236,1.27522182295347
pg_02804,cl_010,prune,"Stale, low-visibility, low-engagement — review for removal.",8.64318698384099,491.83498581537805,0.00185414517290074,18.498485816264882,2.157896529455172
pg_00848,cl_049,prune,"Stale, low-visibility, low-engagement — review for removal.",8.640675828467389,316.7355349797502,0.001,29.49375256866569,1.9846245616208609
pg_02415,cl_029,prune,"Stale, low-visibility, low-engagement — review for removal.",8.624066934815001,344.15762905171647,0.00284346256699971,29.961074254229658,2.1085449424412546
pg_03302,cl_036,prune,"Stale, low-visibility, low-engagement — review for removal.",8.612778182903549,436.5402422490763,0.002494195902557835,23.53043747675654,1.297052529730481
pg_03286,cl_007,prune,"Stale, low-visibility, low-engagement — review for removal.",8.604419926005162,490.092567341925,0.008337808470461868,43.797674845838586,2.3643644214661346
pg_00296,cl_050,prune,"Stale, low-visibility, low-engagement — review for removal.",8.578887621837984,451.43043029647094,0.007904516224462215,32.191071506077456,2.0984307502238204
pg_01223,cl_039,prune,"Stale, low-visibility, low-engagement — review for removal.",8.571997916750927,549.4340937075674,0.002684713113652695,35.45204788655297,2.1533778164309925
pg_01394,cl_012,prune,"Stale, low-visibility, low-engagement — review for removal.",8.570441169437062,470.89023786528657,0.008176233858108487,33.77528003592971,0.12461917522488997
pg_03864,cl_037,prune,"Stale, low-visibility, low-engagement — review for removal.",8.55099674828511,480.52415558002633,0.010028928800787516,39.45111094404676,2.425649400908678
pg_02789,cl_050,prune,"Stale, low-visibility, low-engagement — review for removal.",8.547852245010613,439.49717015855185,0.0049136903335389205,35.554504222241235,2.656385961399548
pg_03849,cl_013,prune,"Stale, low-visibility, low-engagement — review for removal.",8.532538791598753,532.9763087748935,0.004970873819445774,38.87646453397394,1.0453673204834613
pg_02612,cl_010,prune,"Stale, low-visibility, low-engagement — review for removal.",8.529565867273638,361.35869572543635,0.001,21.58749604369249,1.6592635684625145
pg_03427,cl_053,prune,"Stale, low-visibility, low-engagement — review for removal.",8.517102457104558,427.61244415937347,0.006534788396602808,30.20432166712192,1.1579933666343842
pg_00226,cl_048,prune,"Stale, low-visibility, low-engagement — review for removal.",8.51457589668577,568.5011208072808,0.004809289273544511,44.14740262811077,0.6609648535859988
pg_03642,cl_055,prune,"Stale, low-visibility, low-engagement — review for removal.",8.49313193815516,407.4238155327607,0.006182331067109558,32.71623516979913,1.0592722258470466
pg_02692,cl_054,prune,"Stale, low-visibility, low-engagement — review for removal.",8.461546639970031,423.4540272749645,0.001,19.890069851830106,1.1958911670988046
pg_01103,cl_009,prune,"Stale, low-visibility, low-engagement — review for removal.",8.44561803468184,374.74848507510757,0.010489772722257007,44.26787896149488,1.0567685178873307
pg_03665,cl_027,prune,"Stale, low-visibility, low-engagement — review for removal.",8.444306590194385,431.5304401665278,0.0062407781762037935,32.427640673516294,0.2639027075811089
pg_02592,cl_031,prune,"Stale, low-visibility, low-engagement — review for removal.",8.406215247646953,647.1733568822203,0.003267258585906281,28.47473471064643,1.2852921784853804
pg_01856,cl_022,prune,"Stale, low-visibility, low-engagement — review for removal.",8.383273988722918,407.7798824531365,0.008867035328465937,32.95660112313797,1.9972772280964084
pg_01862,cl_050,prune,"Stale, low-visibility, low-engagement — review for removal.",8.360341736438665,453.67046505347184,0.004934106527809978,20.60047928555099,1.45392877471486
pg_01906,cl_017,prune,"Stale, low-visibility, low-engagement — review for removal.",8.357365655046724,318.8932914451267,0.009896443567678243,32.61550730077021,1.406126818244852
pg_00084,cl_037,prune,"Stale, low-visibility, low-engagement — review for removal.",8.34100302176882,332.61859223241913,0.00554679681330885,41.92353291280419,1.0011805807216168
pg_02557,cl_051,prune,"Stale, low-visibility, low-engagement — review for removal.",8.335589898761432,491.28733184628317,0.001,40.369725452310895,1.4849899663088901
pg_03626,cl_046,prune,"Stale, low-visibility, low-engagement — review for removal.",8.301414685804653,502.0106555934814,0.00874312025427252,28.54214362233688,1.274013988167056
pg_00613,cl_023,prune,"Stale, low-visibility, low-engagement — review for removal.",8.288005125514774,345.354962247039,0.006818484094269958,33.83694658917551,0.05
pg_00774,cl_050,prune,"Stale, low-visibility, low-engagement — review for removal.",8.281069570780286,383.791062911868,0.001,28.33462457032985,1.7184246486679216
pg_03452,cl_027,prune,"Stale, low-visibility, low-engagement — review for removal.",8.260940664011674,422.91849076184644,0.014848874980169846,46.24850101831224,1.8439216684912036
pg_03878,cl_010,prune,"Stale, low-visibility, low-engagement — review for removal.",8.23584394672227,565.1280615212953,0.0030843285886713646,20.954726689574077,1.7333076929901454
pg_00942,cl_054,prune,"Stale, low-visibility, low-engagement — review for removal.",8.23082008444518,465.87652045465563,0.011739532090330155,31.35148796606994,1.501717545556238
pg_02699,cl_007,prune,"Stale, low-visibility, low-engagement — review for removal.",8.22715346286007,430.83128665337887,0.011444775741744885,31.999115154234065,0.937385556439874
pg_03508,cl_003,prune,"Stale, low-visibility, low-engagement — review for removal.",8.198675085620641,494.74094447983447,0.010513111663343747,37.93058465997097,1.594575195584189
pg_01592,cl_023,prune,"Stale, low-visibility, low-engagement — review for removal.",8.19605024843981,363.07889486143176,0.008969833104025963,38.736483334240745,0.9431249030653136
pg_02169,cl_058,prune,"Stale, low-visibility, low-engagement — review for removal.",8.185370336557096,335.2176943139313,0.005328414833237108,20.789755406964684,1.455143724186434
pg_01212,cl_027,prune,"Stale, low-visibility, low-engagement — review for removal.",8.172066316960027,416.231297207983,0.0029066223268976086,38.112712997678116,1.705915081052782
pg_02689,cl_058,prune,"Stale, low-visibility, low-engagement — review for removal.",8.131917430605474,538.1978033734571,0.006848406630074027,28.00473674563794,2.3317859671090773
pg_02041,cl_053,prune,"Stale, low-visibility, low-engagement — review for removal.",8.128996508534959,623.1463106939341,0.008052281520615037,20.980116774639917,1.6111375985618492
pg_02992,cl_011,prune,"Stale, low-visibility, low-engagement — review for removal.",8.123561595947812,413.04084733864653,0.001,23.505161741734142,0.8675431215673582
pg_01738,cl_000,prune,"Stale, low-visibility, low-engagement — review for removal.",8.105933747508898,436.16627023583305,0.006563722207376524,32.03316342152229,1.107781695730494
pg_02106,cl_045,prune,"Stale, low-visibility, low-engagement — review for removal.",8.102736638498449,584.4231432262034,0.00424693049613618,20.4835857269359,1.4648385818339493
pg_03489,cl_042,prune,"Stale, low-visibility, low-engagement — review for removal.",8.06641001748016,573.7203170462031,0.001,33.96089743336696,1.7564496996885168
pg_03002,cl_055,prune,"Stale, low-visibility, low-engagement — review for removal.",8.063154071684917,408.74770770554335,0.0053607106393851675,25.524529402970348,2.2749822081199533
pg_03778,cl_059,prune,"Stale, low-visibility, low-engagement — review for removal.",8.059922544764804,493.11793059930244,0.008162917354357374,24.5992157501127,1.8817275309418702
pg_01385,cl_014,prune,"Stale, low-visibility, low-engagement — review for removal.",8.052435149155166,389.69298520697987,0.003695459561180176,33.697404982001686,1.4541813003409703
pg_02364,cl_045,prune,"Stale, low-visibility, low-engagement — review for removal.",8.04762107914942,274.84089263769283,0.001,27.01112764086407,1.8362956230590144
pg_02204,cl_027,prune,"Stale, low-visibility, low-engagement — review for removal.",8.03985069428826,359.5994079805002,0.001,21.488840801817,2.151980289279803
pg_02928,cl_011,prune,"Stale, low-visibility, low-engagement — review for removal.",8.029145782426093,432.00880539485354,0.0042261665481536734,19.46423282815889,2.197247842794458
pg_01745,cl_058,prune,"Stale, low-visibility, low-engagement — review for removal.",8.024661256194175,415.77566877795323,0.001,37.943333281615416,1.3942272242073022
pg_02233,cl_008,prune,"Stale, low-visibility, low-engagement — review for removal.",8.012838922349905,387.72474005068216,0.0024906503155301923,11.119691850695762,1.5422829698930873
pg_00785,cl_035,prune,"Stale, low-visibility, low-engagement — review for removal.",8.011800635566585,409.07035560552083,0.001,39.4949635912452,3.136698425920903
pg_02139,cl_024,prune,"Stale, low-visibility, low-engagement — review for removal.",7.995883871944155,378.11735917710746,0.0011352697350474074,38.4586323438869,1.9098222498730715
pg_03805,cl_050,prune,"Stale, low-visibility, low-engagement — review for removal.",7.9796967860083035,377.59036513183923,0.007845064736418694,30.760376504780705,2.2988167154491475
pg_01255,cl_005,prune,"Stale, low-visibility, low-engagement — review for removal.",7.975148861095242,464.29287850966216,0.0013270661503783135,27.863435692935287,1.3589345109551112
pg_00652,cl_012,prune,"Stale, low-visibility, low-engagement — review for removal.",7.974241071753297,436.4657626173296,0.0029513606225547604,32.382595539892826,2.401413282765597
pg_01486,cl_009,prune,"Stale, low-visibility, low-engagement — review for removal.",7.973449225112044,418.93324419884044,0.001,35.32174195267943,1.5020495304051074
pg_02301,cl_008,prune,"Stale, low-visibility, low-engagement — review for removal.",7.972153948330812,494.65498811759466,0.003917601153705341,26.595122051780596,2.545034297220092
pg_03637,cl_029,prune,"Stale, low-visibility, low-engagement — review for removal.",7.959745559130761,325.68003130209024,0.001,33.46168721479113,1.3957636238398103
pg_03822,cl_032,prune,"Stale, low-visibility, low-engagement — review for removal.",7.956852602219358,500.4144131618535,0.0013240545228815287,23.000146346653263,1.3087780389615165
